1760825269.546068 server started (89157): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760825269.546122 on Darwin 25.0.0 Darwin Kernel Version 25.0.0: Wed Sep 17 21:41:26 PDT 2025; root:xnu-12377.1.9~141/RELEASE_ARM64_T6041
1760825269.546132 using libevent 2.1.12-stable select
1760825269.546144 using utf8proc 2.11.0
1760825269.546151 using ncurses 6.5 20240427
1760825269.589693 new key \033[1;8A: 0x870000010e1a8 (C-M-S-Up[I])
1760825269.589695 new key \033[1;9A: 0x810000010e1a8 (M-Up[I])
1760825269.589697 new key \033[1;2B: 0x40000010e1a9 (S-Down)
1760825269.589699 new key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1760825269.589701 new key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1760825269.589703 new key \033[1;5B: 0x20000010e1a9 (C-Down)
1760825269.589704 new key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1760825269.589706 new key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1760825269.589711 new key \033[1;8B: 0x870000010e1a9 (C-M-S-Down[I])
1760825269.589713 new key \033[1;9B: 0x810000010e1a9 (M-Down[I])
1760825269.589715 new key \033[1;2C: 0x40000010e1ab (S-Right)
1760825269.589717 new key \033[1;3C: 0x810000010e1ab (M-Right[I])
1760825269.589719 new key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1760825269.589721 new key \033[1;5C: 0x20000010e1ab (C-Right)
1760825269.589723 new key \033[1;6C: 0x60000010e1ab (C-S-Right)
1760825269.589725 new key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1760825269.589727 new key \033[1;8C: 0x870000010e1ab (C-M-S-Right[I])
1760825269.589729 new key \033[1;9C: 0x810000010e1ab (M-Right[I])
1760825269.589730 new key \033[1;2D: 0x40000010e1aa (S-Left)
1760825269.589732 new key \033[1;3D: 0x810000010e1aa (M-Left[I])
1760825269.589734 new key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1760825269.589736 new key \033[1;5D: 0x20000010e1aa (C-Left)
1760825269.589738 new key \033[1;6D: 0x60000010e1aa (C-S-Left)
1760825269.589739 new key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1760825269.589741 new key \033[1;8D: 0x870000010e1aa (C-M-S-Left[I])
1760825269.589743 new key \033[1;9D: 0x810000010e1aa (M-Left[I])
1760825269.589745 new key \033[1;2H: 0x40000010e1a3 (S-Home)
1760825269.589747 new key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1760825269.589749 new key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1760825269.589751 new key \033[1;5H: 0x20000010e1a3 (C-Home)
1760825269.589752 new key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1760825269.589754 new key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1760825269.589756 new key \033[1;8H: 0x870000010e1a3 (C-M-S-Home[I])
1760825269.589758 new key \033[1;9H: 0x810000010e1a3 (M-Home[I])
1760825269.589760 new key \033[1;2F: 0x40000010e1a4 (S-End)
1760825269.589761 new key \033[1;3F: 0x810000010e1a4 (M-End[I])
1760825269.589763 new key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1760825269.589765 new key \033[1;5F: 0x20000010e1a4 (C-End)
1760825269.589767 new key \033[1;6F: 0x60000010e1a4 (C-S-End)
1760825269.589769 new key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1760825269.589771 new key \033[1;8F: 0x870000010e1a4 (C-M-S-End[I])
1760825269.589773 new key \033[1;9F: 0x810000010e1a4 (M-End[I])
1760825269.589775 new key \033[5;2~: 0x40000010e1a6 (S-PPage)
1760825269.589776 new key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1760825269.589778 new key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1760825269.589780 new key \033[5;5~: 0x20000010e1a6 (C-PPage)
1760825269.589782 new key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1760825269.589784 new key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1760825269.589786 new key \033[5;8~: 0x870000010e1a6 (C-M-S-PPage[I])
1760825269.589788 new key \033[5;9~: 0x810000010e1a6 (M-PPage[I])
1760825269.589790 new key \033[6;2~: 0x40000010e1a5 (S-NPage)
1760825269.589791 new key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1760825269.589793 new key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1760825269.589795 new key \033[6;5~: 0x20000010e1a5 (C-NPage)
1760825269.589797 new key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1760825269.589799 new key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1760825269.589801 new key \033[6;8~: 0x870000010e1a5 (C-M-S-NPage[I])
1760825269.589803 new key \033[6;9~: 0x810000010e1a5 (M-NPage[I])
1760825269.589804 new key \033[2;2~: 0x40000010e1a1 (S-IC)
1760825269.589806 new key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1760825269.589808 new key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1760825269.589810 new key \033[2;5~: 0x20000010e1a1 (C-IC)
1760825269.589812 new key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1760825269.589814 new key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1760825269.589816 new key \033[2;8~: 0x870000010e1a1 (C-M-S-IC[I])
1760825269.589818 new key \033[2;9~: 0x810000010e1a1 (M-IC[I])
1760825269.589819 new key \033[3;2~: 0x40000010e1a2 (S-DC)
1760825269.589821 new key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1760825269.589823 new key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1760825269.589825 new key \033[3;5~: 0x20000010e1a2 (C-DC)
1760825269.589827 new key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1760825269.589829 new key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1760825269.589833 new key \033[3;8~: 0x870000010e1a2 (C-M-S-DC[I])
1760825269.589835 new key \033[3;9~: 0x810000010e1a2 (M-DC[I])
1760825269.589837 new key \033O[: 0x1b (Escape)
1760825269.589839 new key \033Oo: 0x200000010e1ac (KP/[K])
1760825269.589841 new key \033Oj: 0x200000010e1ad (KP*[K])
1760825269.589843 new key \033Om: 0x200000010e1ae (KP-[K])
1760825269.589845 new key \033Ow: 0x200000010e1af (KP7[K])
1760825269.589846 new key \033Ox: 0x200000010e1b0 (KP8[K])
1760825269.589848 new key \033Oy: 0x200000010e1b1 (KP9[K])
1760825269.589850 new key \033Ok: 0x200000010e1b2 (KP+[K])
1760825269.589852 new key \033Ot: 0x200000010e1b3 (KP4[K])
1760825269.589853 new key \033Ou: 0x200000010e1b4 (KP5[K])
1760825269.589855 new key \033Ov: 0x200000010e1b5 (KP6[K])
1760825269.589857 new key \033Oq: 0x200000010e1b6 (KP1[K])
1760825269.589859 new key \033Or: 0x200000010e1b7 (KP2[K])
1760825269.589861 new key \033Os: 0x200000010e1b8 (KP3[K])
1760825269.589862 new key \033OM: 0x200000010e1b9 (KPEnter[K])
1760825269.589864 new key \033Op: 0x200000010e1ba (KP0[K])
1760825269.589866 new key \033On: 0x200000010e1bb (KP.[K])
1760825269.589868 new key \033OA: 0x400000010e1a8 (Up[C])
1760825269.589870 new key \033OB: 0x400000010e1a9 (Down[C])
1760825269.589872 new key \033OC: 0x400000010e1ab (Right[C])
1760825269.589874 new key \033OD: 0x400000010e1aa (Left[C])
1760825269.589875 new key \033[A: 0x400000010e1a8 (Up[C])
1760825269.589877 new key \033[B: 0x400000010e1a9 (Down[C])
1760825269.589879 new key \033[C: 0x400000010e1ab (Right[C])
1760825269.589881 new key \033[D: 0x400000010e1aa (Left[C])
1760825269.589883 new key \033\033OA: 0x410000010e1a8 (M-Up[C])
1760825269.589885 new key \033\033OB: 0x410000010e1a9 (M-Down[C])
1760825269.589886 new key \033\033OC: 0x410000010e1ab (M-Right[C])
1760825269.589888 new key \033\033OD: 0x410000010e1aa (M-Left[C])
1760825269.589890 new key \033\033[A: 0x410000010e1a8 (M-Up[C])
1760825269.589892 new key \033\033[B: 0x410000010e1a9 (M-Down[C])
1760825269.589894 new key \033\033[C: 0x410000010e1ab (M-Right[C])
1760825269.589895 new key \033\033[D: 0x410000010e1aa (M-Left[C])
1760825269.589897 new key \033OH: 0x10e1a3 (Home)
1760825269.589899 new key \033OF: 0x10e1a4 (End)
1760825269.589901 new key \033\033OH: 0x810000010e1a3 (M-Home[I])
1760825269.589903 new key \033\033OF: 0x810000010e1a4 (M-End[I])
1760825269.589905 new key \033[H: 0x10e1a3 (Home)
1760825269.589906 new key \033[F: 0x10e1a4 (End)
1760825269.589908 new key \033\033[H: 0x810000010e1a3 (M-Home[I])
1760825269.589910 new key \033\033[F: 0x810000010e1a4 (M-End[I])
1760825269.589912 new key \033Oa: 0x20000010e1a8 (C-Up)
1760825269.589914 new key \033Ob: 0x20000010e1a9 (C-Down)
1760825269.589916 new key \033Oc: 0x20000010e1ab (C-Right)
1760825269.589917 new key \033Od: 0x20000010e1aa (C-Left)
1760825269.589919 new key \033[a: 0x40000010e1a8 (S-Up)
1760825269.589921 new key \033[b: 0x40000010e1a9 (S-Down)
1760825269.589923 new key \033[c: 0x40000010e1ab (S-Right)
1760825269.589925 new key \033[d: 0x40000010e1aa (S-Left)
1760825269.589926 new key \033[11~: 0x10e195 (F1)
1760825269.589928 new key \033[12~: 0x10e196 (F2)
1760825269.589930 new key \033[13~: 0x10e197 (F3)
1760825269.589932 new key \033[14~: 0x10e198 (F4)
1760825269.589933 new key \033[15~: 0x10e199 (F5)
1760825269.589935 new key \033[17~: 0x10e19a (F6)
1760825269.589937 new key \033[18~: 0x10e19b (F7)
1760825269.589939 new key \033[19~: 0x10e19c (F8)
1760825269.589940 new key \033[20~: 0x10e19d (F9)
1760825269.589942 new key \033[21~: 0x10e19e (F10)
1760825269.589944 new key \033[23~: 0x40000010e195 (S-F1)
1760825269.589946 new key \033[24~: 0x40000010e196 (S-F2)
1760825269.589947 new key \033[25~: 0x40000010e197 (S-F3)
1760825269.589949 new key \033[26~: 0x40000010e198 (S-F4)
1760825269.589951 new key \033[28~: 0x40000010e199 (S-F5)
1760825269.589953 new key \033[29~: 0x40000010e19a (S-F6)
1760825269.589954 new key \033[31~: 0x40000010e19b (S-F7)
1760825269.589956 new key \033[32~: 0x40000010e19c (S-F8)
1760825269.589958 new key \033[33~: 0x40000010e19d (S-F9)
1760825269.589961 new key \033[34~: 0x40000010e19e (S-F10)
1760825269.589963 new key \033[23$: 0x40000010e19f (S-F11)
1760825269.589965 new key \033[24$: 0x40000010e1a0 (S-F12)
1760825269.589967 new key \033[11^: 0x20000010e195 (C-F1)
1760825269.589969 new key \033[12^: 0x20000010e196 (C-F2)
1760825269.589970 new key \033[13^: 0x20000010e197 (C-F3)
1760825269.589972 new key \033[14^: 0x20000010e198 (C-F4)
1760825269.589974 new key \033[15^: 0x20000010e199 (C-F5)
1760825269.589975 new key \033[17^: 0x20000010e19a (C-F6)
1760825269.589977 new key \033[18^: 0x20000010e19b (C-F7)
1760825269.589979 new key \033[19^: 0x20000010e19c (C-F8)
1760825269.589980 new key \033[20^: 0x20000010e19d (C-F9)
1760825269.589982 new key \033[21^: 0x20000010e19e (C-F10)
1760825269.589984 new key \033[23^: 0x20000010e19f (C-F11)
1760825269.589986 new key \033[24^: 0x20000010e1a0 (C-F12)
1760825269.589987 new key \033[11@: 0x60000010e195 (C-S-F1)
1760825269.589989 new key \033[12@: 0x60000010e196 (C-S-F2)
1760825269.589991 new key \033[13@: 0x60000010e197 (C-S-F3)
1760825269.589993 new key \033[14@: 0x60000010e198 (C-S-F4)
1760825269.589995 new key \033[15@: 0x60000010e199 (C-S-F5)
1760825269.589996 new key \033[17@: 0x60000010e19a (C-S-F6)
1760825269.589998 new key \033[18@: 0x60000010e19b (C-S-F7)
1760825269.590000 new key \033[19@: 0x60000010e19c (C-S-F8)
1760825269.590001 new key \033[20@: 0x60000010e19d (C-S-F9)
1760825269.590003 new key \033[21@: 0x60000010e19e (C-S-F10)
1760825269.590005 new key \033[23@: 0x60000010e19f (C-S-F11)
1760825269.590006 new key \033[24@: 0x60000010e1a0 (C-S-F12)
1760825269.590008 new key \033[I: 0x10e000 (FocusIn)
1760825269.590010 new key \033[O: 0x10e001 (FocusOut)
1760825269.590012 new key \033[200~: 0x10e003 (PasteStart)
1760825269.590014 new key \033[201~: 0x10e004 (PasteEnd)
1760825269.590016 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1760825269.590018 new key \033OP: 0x10e195 (F1)
1760825269.590020 new key \033OQ: 0x10e196 (F2)
1760825269.590021 new key \033OR: 0x10e197 (F3)
1760825269.590023 new key \033OS: 0x10e198 (F4)
1760825269.590025 replacing key \033[15~: 0x10e199 (F5)
1760825269.590027 replacing key \033[17~: 0x10e19a (F6)
1760825269.590028 replacing key \033[18~: 0x10e19b (F7)
1760825269.590030 replacing key \033[19~: 0x10e19c (F8)
1760825269.590032 replacing key \033[20~: 0x10e19d (F9)
1760825269.590033 replacing key \033[21~: 0x10e19e (F10)
1760825269.590035 replacing key \033[23~: 0x10e19f (F11)
1760825269.590037 replacing key \033[24~: 0x10e1a0 (F12)
1760825269.590038 replacing key \033[1;2P: 0x40000010e195 (S-F1)
1760825269.590040 replacing key \033[1;2Q: 0x40000010e196 (S-F2)
1760825269.590042 replacing key \033[1;2R: 0x40000010e197 (S-F3)
1760825269.590043 replacing key \033[1;2S: 0x40000010e198 (S-F4)
1760825269.590045 replacing key \033[15;2~: 0x40000010e199 (S-F5)
1760825269.590047 replacing key \033[17;2~: 0x40000010e19a (S-F6)
1760825269.590049 replacing key \033[18;2~: 0x40000010e19b (S-F7)
1760825269.590050 replacing key \033[19;2~: 0x40000010e19c (S-F8)
1760825269.590052 replacing key \033[20;2~: 0x40000010e19d (S-F9)
1760825269.590054 replacing key \033[21;2~: 0x40000010e19e (S-F10)
1760825269.590055 replacing key \033[23;2~: 0x40000010e19f (S-F11)
1760825269.590057 replacing key \033[24;2~: 0x40000010e1a0 (S-F12)
1760825269.590059 replacing key \033[1;5P: 0x20000010e195 (C-F1)
1760825269.590061 replacing key \033[1;5Q: 0x20000010e196 (C-F2)
1760825269.590062 replacing key \033[1;5R: 0x20000010e197 (C-F3)
1760825269.590064 replacing key \033[1;5S: 0x20000010e198 (C-F4)
1760825269.590066 replacing key \033[15;5~: 0x20000010e199 (C-F5)
1760825269.590067 replacing key \033[17;5~: 0x20000010e19a (C-F6)
1760825269.590069 replacing key \033[18;5~: 0x20000010e19b (C-F7)
1760825269.590070 replacing key \033[19;5~: 0x20000010e19c (C-F8)
1760825269.590072 replacing key \033[20;5~: 0x20000010e19d (C-F9)
1760825269.590074 replacing key \033[21;5~: 0x20000010e19e (C-F10)
1760825269.590075 replacing key \033[23;5~: 0x20000010e19f (C-F11)
1760825269.590077 replacing key \033[24;5~: 0x20000010e1a0 (C-F12)
1760825269.590081 replacing key \033[1;6P: 0x60000010e195 (C-S-F1)
1760825269.590082 replacing key \033[1;6Q: 0x60000010e196 (C-S-F2)
1760825269.590084 replacing key \033[1;6R: 0x60000010e197 (C-S-F3)
1760825269.590086 replacing key \033[1;6S: 0x60000010e198 (C-S-F4)
1760825269.590087 replacing key \033[15;6~: 0x60000010e199 (C-S-F5)
1760825269.590089 replacing key \033[17;6~: 0x60000010e19a (C-S-F6)
1760825269.590091 replacing key \033[18;6~: 0x60000010e19b (C-S-F7)
1760825269.590092 replacing key \033[19;6~: 0x60000010e19c (C-S-F8)
1760825269.590094 replacing key \033[20;6~: 0x60000010e19d (C-S-F9)
1760825269.590096 replacing key \033[21;6~: 0x60000010e19e (C-S-F10)
1760825269.590097 replacing key \033[23;6~: 0x60000010e19f (C-S-F11)
1760825269.590099 replacing key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1760825269.590101 replacing key \033[1;3P: 0x810000010e195 (M-F1[I])
1760825269.590103 replacing key \033[1;3Q: 0x810000010e196 (M-F2[I])
1760825269.590105 replacing key \033[1;3R: 0x810000010e197 (M-F3[I])
1760825269.590106 replacing key \033[1;3S: 0x810000010e198 (M-F4[I])
1760825269.590108 replacing key \033[15;3~: 0x810000010e199 (M-F5[I])
1760825269.590110 replacing key \033[17;3~: 0x810000010e19a (M-F6[I])
1760825269.590112 replacing key \033[18;3~: 0x810000010e19b (M-F7[I])
1760825269.590113 replacing key \033[19;3~: 0x810000010e19c (M-F8[I])
1760825269.590115 replacing key \033[20;3~: 0x810000010e19d (M-F9[I])
1760825269.590117 replacing key \033[21;3~: 0x810000010e19e (M-F10[I])
1760825269.590119 replacing key \033[23;3~: 0x810000010e19f (M-F11[I])
1760825269.590120 replacing key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1760825269.590122 replacing key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1760825269.590124 replacing key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1760825269.590126 replacing key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1760825269.590128 new key \033[2~: 0x10e1a1 (IC)
1760825269.590130 new key \033[3~: 0x10e1a2 (DC)
1760825269.590132 replacing key \033OH: 0x10e1a3 (Home)
1760825269.590133 replacing key \033OF: 0x10e1a4 (End)
1760825269.590135 new key \033[6~: 0x10e1a5 (NPage)
1760825269.590137 new key \033[5~: 0x10e1a6 (PPage)
1760825269.590139 new key \033[Z: 0x10e1a7 (BTab)
1760825269.590141 replacing key \033OA: 0x400000010e1a8 (Up[C])
1760825269.590142 replacing key \033OB: 0x400000010e1a9 (Down[C])
1760825269.590144 replacing key \033OD: 0x400000010e1aa (Left[C])
1760825269.590146 replacing key \033OC: 0x400000010e1ab (Right[C])
1760825269.590148 replacing key \033[3;2~: 0x40000010e1a2 (S-DC)
1760825269.590150 replacing key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1760825269.590152 replacing key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1760825269.590153 replacing key \033[3;5~: 0x20000010e1a2 (C-DC)
1760825269.590155 replacing key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1760825269.590157 replacing key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1760825269.590159 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1760825269.590160 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1760825269.590162 replacing key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1760825269.590164 replacing key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1760825269.590166 replacing key \033[1;5B: 0x20000010e1a9 (C-Down)
1760825269.590167 replacing key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1760825269.590169 replacing key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1760825269.590171 replacing key \033[1;2F: 0x40000010e1a4 (S-End)
1760825269.590173 replacing key \033[1;3F: 0x810000010e1a4 (M-End[I])
1760825269.590175 replacing key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1760825269.590177 replacing key \033[1;5F: 0x20000010e1a4 (C-End)
1760825269.590179 replacing key \033[1;6F: 0x60000010e1a4 (C-S-End)
1760825269.590180 replacing key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1760825269.590182 replacing key \033[1;2H: 0x40000010e1a3 (S-Home)
1760825269.590184 replacing key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1760825269.590186 replacing key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1760825269.590188 replacing key \033[1;5H: 0x20000010e1a3 (C-Home)
1760825269.590192 replacing key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1760825269.590194 replacing key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1760825269.590196 replacing key \033[2;2~: 0x40000010e1a1 (S-IC)
1760825269.590198 replacing key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1760825269.590200 replacing key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1760825269.590202 replacing key \033[2;5~: 0x20000010e1a1 (C-IC)
1760825269.590203 replacing key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1760825269.590205 replacing key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1760825269.590207 replacing key \033[1;2D: 0x40000010e1aa (S-Left)
1760825269.590209 replacing key \033[1;3D: 0x810000010e1aa (M-Left[I])
1760825269.590211 replacing key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1760825269.590212 replacing key \033[1;5D: 0x20000010e1aa (C-Left)
1760825269.590214 replacing key \033[1;6D: 0x60000010e1aa (C-S-Left)
1760825269.590216 replacing key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1760825269.590218 replacing key \033[6;2~: 0x40000010e1a5 (S-NPage)
1760825269.590219 replacing key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1760825269.590221 replacing key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1760825269.590223 replacing key \033[6;5~: 0x20000010e1a5 (C-NPage)
1760825269.590225 replacing key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1760825269.590227 replacing key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1760825269.590228 replacing key \033[5;2~: 0x40000010e1a6 (S-PPage)
1760825269.590230 replacing key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1760825269.590232 replacing key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1760825269.590234 replacing key \033[5;5~: 0x20000010e1a6 (C-PPage)
1760825269.590235 replacing key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1760825269.590237 replacing key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1760825269.590239 replacing key \033[1;2C: 0x40000010e1ab (S-Right)
1760825269.590240 replacing key \033[1;3C: 0x810000010e1ab (M-Right[I])
1760825269.590242 replacing key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1760825269.590244 replacing key \033[1;5C: 0x20000010e1ab (C-Right)
1760825269.590246 replacing key \033[1;6C: 0x60000010e1ab (C-S-Right)
1760825269.590248 replacing key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1760825269.590250 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1760825269.590251 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1760825269.590253 replacing key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1760825269.590255 replacing key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1760825269.590257 replacing key \033[1;5A: 0x20000010e1a8 (C-Up)
1760825269.590258 replacing key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1760825269.590260 replacing key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1760825269.590274 new session 0 $0
1760825269.590276 session $0 0 activity 1760825269.590275 (last 0.000000)
1760825269.590278 spawn_window: [new-session/0x95d80fd00], flags=0
1760825269.590280 spawn_window: s=$0 wl=none wp0=none idx=-1
1760825269.590282 spawn_window: name=none
1760825269.590288 clients_calculate_size: after /dev/ttys004 (214x50), size is 214x50
1760825269.590290 clients_calculate_size: calculated size 214x50
1760825269.590292 clients_calculate_size: calculated size 214x50
1760825269.590293 clients_calculate_size: type is latest
1760825269.590295 default_window_size: resulting size is 214x50
1760825269.590298 @0 alerts timer reset 0
1760825269.590300 @0 alerts flags added 0x2
1760825269.590302 window_create: @0 create 214x50 (14x34)
1760825269.590304 window_add_ref: @0 winlink_set_window, now 1
1760825269.590306 spawn_pane: [new-session/0x95d80fd00], flags=0x10
1760825269.590308 spawn_pane: s=$0 wl=0 wp0=none idx=-1
1760825269.590309 spawn_pane: name=none
1760825269.590315 window_add_pane: @0 at start
1760825269.590341 spawn_pane: shell=/bin/zsh
1760825269.590343 spawn_pane: cwd=/Users/serioussam/Developer/Personal_Projects/vortex/vortexos
1760825269.590346 spawn_pane: environment COLORFGBG=15;0
1760825269.590348 spawn_pane: environment COLORTERM=truecolor
1760825269.590349 spawn_pane: environment COMMAND_MODE=unix2003
1760825269.590353 spawn_pane: environment CONDA_CHANGEPS1=no
1760825269.590359 spawn_pane: environment FPATH=/Users/serioussam/.oh-my-zsh/plugins/git:/Users/serioussam/.oh-my-zsh/functions:/Users/serioussam/.oh-my-zsh/completions:/Users/serioussam/.oh-my-zsh/custom/functions:/Users/serioussam/.oh-my-zsh/custom/completions:/Users/serioussam/.oh-my-zsh/cache/completions:/opt/homebrew/Cellar/zplug/2.4.2/misc/completions:/opt/homebrew/Cellar/zplug/2.4.2/base/sources:/opt/homebrew/Cellar/zplug/2.4.2/autoload:/opt/homebrew/Cellar/zplug/2.4.2/base/utils:/opt/homebrew/Cellar/zplug/2.4.2/base/job:/opt/homebrew/Cellar/zplug/2.4.2/base/log:/opt/homebrew/Cellar/zplug/2.4.2/base/io:/opt/homebrew/Cellar/zplug/2.4.2/base/core:/opt/homebrew/Cellar/zplug/2.4.2/base/base:/opt/homebrew/Cellar/zplug/2.4.2/autoload/commands:/opt/homebrew/Cellar/zplug/2.4.2/autoload/options:/opt/homebrew/Cellar/zplug/2.4.2/autoload/tags:/opt/homebrew/share/zsh/site-functions:/usr/local/share/zsh/site-functions:/usr/share/zsh/site-functions:/usr/share/zsh/5.9/functions
1760825269.590361 spawn_pane: environment HERD_PHP_74_INI_SCAN_DIR=/Users/serioussam/Library/Application Support/Herd/config/php/74/
1760825269.590363 spawn_pane: environment HERD_PHP_82_INI_SCAN_DIR=/Users/serioussam/Library/Application Support/Herd/config/php/82/
1760825269.590365 spawn_pane: environment HERD_PHP_83_INI_SCAN_DIR=/Users/serioussam/Library/Application Support/Herd/config/php/83/
1760825269.590367 spawn_pane: environment HERD_PHP_84_INI_SCAN_DIR=/Users/serioussam/Library/Application Support/Herd/config/php/84/
1760825269.590369 spawn_pane: environment HOME=/Users/serioussam
1760825269.590371 spawn_pane: environment HOMEBREW_CELLAR=/opt/homebrew/Cellar
1760825269.590373 spawn_pane: environment HOMEBREW_PREFIX=/opt/homebrew
1760825269.590375 spawn_pane: environment HOMEBREW_REPOSITORY=/opt/homebrew
1760825269.590377 spawn_pane: environment INFOPATH=/opt/homebrew/share/info:
1760825269.590378 spawn_pane: environment ITERM_PROFILE=Default
1760825269.590381 spawn_pane: environment ITERM_SESSION_ID=w0t6p0:D55AC17A-1C9C-416D-B340-97F31A983937
1760825269.590382 spawn_pane: environment JAVA_HOME=/Library/Java/JavaVirtualMachines/jdk-24.jdk/Contents/Home
1760825269.590384 spawn_pane: environment LANG=pt_BR.UTF-8
1760825269.590386 spawn_pane: environment LC_TERMINAL=iTerm2
1760825269.590388 spawn_pane: environment LC_TERMINAL_VERSION=3.6.4
1760825269.590390 spawn_pane: environment LESS=-R
1760825269.590391 spawn_pane: environment LOGNAME=serioussam
1760825269.590393 spawn_pane: environment LSCOLORS=Gxfxcxdxbxegedabagacad
1760825269.590395 spawn_pane: environment LS_COLORS=di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43
1760825269.590397 spawn_pane: environment NVM_BIN=/Users/serioussam/Library/Application Support/Herd/config/nvm/versions/node/v22.19.0/bin
1760825269.590399 spawn_pane: environment NVM_CD_FLAGS=-q
1760825269.590401 spawn_pane: environment NVM_DIR=/Users/serioussam/Library/Application Support/Herd/config/nvm
1760825269.590403 spawn_pane: environment NVM_INC=/Users/serioussam/Library/Application Support/Herd/config/nvm/versions/node/v22.19.0/include/node
1760825269.590405 spawn_pane: environment OLDPWD=/Users/serioussam/Developer/Personal_Projects/vortex/vortexos-frontend
1760825269.590407 spawn_pane: environment OSLogRateLimit=64
1760825269.590409 spawn_pane: environment PAGER=less
